mu,P_mui0,P_mui1,P_mui2,beta2,P_epsilon,P_kappa,P_gamma0,P_gamma1,P_gamma2,P_nu,cdr_b,P_h,P_j,Equi_incidence
0.016033605,0.076668374,0.072727128,0.470750104,49.52595071,0.099322881,0.672399229,0.561560615,0.588085093,0.404978478,0.064979073,0.61579513,0.014226021,0.048935407,366.7163385
0.016532766,0.066697177,0.062224596,0.440635682,37.71528471,0.092718507,0.664921288,0.555179597,0.57773722,0.453657502,0.026944303,0.623735859,0.016596343,0.049877628,52.19452624
0.016434272,0.077565932,0.075604659,0.334888773,38.16930618,0.077204719,0.605799912,0.554229303,0.564803897,0.382331133,0.048396836,0.531558429,0.017335167,0.036093189,274.4471102
0.013340205,0.058399215,0.082378959,0.387038354,35.06809757,0.092078773,0.697814978,0.550161637,0.556963724,0.341526969,0.076142862,0.750251403,0.012939174,0.019067048,231.8916669
0.017560491,0.07582575,0.058376705,0.439237975,38.53303988,0.083382526,0.652594625,0.575495313,0.572058753,0.396347461,0.025078851,0.682638947,0.046129957,0.047811396,0.006459038
0.014584049,0.057032946,0.084227788,0.402842668,52.79911273,0.098747733,0.624263009,0.568936963,0.56953598,0.239750611,0.071635918,0.619553155,0.033787199,0.006027346,543.3220765
0.014992853,0.090290747,0.079556535,0.384436672,36.89411887,0.11542349,0.665746852,0.591056527,0.589821882,0.257286329,0.045082126,0.581525198,0.045668655,0.038873953,296.2992756
0.016271874,0.078799659,0.082856394,0.518570647,36.83025265,0.078896851,0.609839815,0.583028211,0.588164136,0.363615854,0.041084051,0.531248605,0.038794551,0.013524598,174.699428
0.016711275,0.082130943,0.072433782,0.281019826,54.92809165,0.07434631,0.629017181,0.56667314,0.585925491,0.204386025,0.059181315,0.621330025,0.039197934,0.035490767,442.4500811
0.017082977,0.089629121,0.064714049,0.308361381,42.9156393,0.096579124,0.646589108,0.570421246,0.583371489,0.171407973,0.074533156,0.636942788,0.03578703,0.055466185,532.0335041
0.018073305,0.054766729,0.066538664,0.523375009,51.08560538,0.083750701,0.599472894,0.557446679,0.560982941,0.33436398,0.071165274,0.637162261,0.006761429,0.051290778,407.506811
0.016214948,0.049332686,0.065073972,0.448137461,36.90031751,0.118856865,0.60506344,0.563473567,0.565992889,0.418336297,0.054080246,0.563734824,0.039701842,0.052360928,362.6049476
0.016618595,0.074204242,0.066709596,0.42791433,41.22784764,0.116742505,0.620671972,0.594223357,0.554152362,0.223858404,0.031482193,0.739903884,0.035915911,0.045732583,139.8265171
0.015136014,0.061514722,0.069982939,0.326795195,37.88965155,0.074061017,0.6187642,0.587484068,0.557103957,0.246798569,0.027051796,0.725967853,0.009754075,0.017015514,57.33319378
0.015644015,0.068151753,0.079729341,0.467441163,58.78559523,0.085523442,0.659527758,0.579745353,0.557142478,0.380161236,0.059824907,0.744465845,0.032604196,0.05509566,263.7092096
0.015205968,0.062182062,0.081633333,0.470898136,47.22590835,0.112920684,0.700259561,0.575420208,0.5887528,0.194851522,0.02638245,0.600301652,0.004824139,0.052217939,184.3419351
0.01542764,0.088474346,0.054196959,0.39254222,58.32121407,0.118306034,0.670664318,0.557016052,0.576497259,0.314358471,0.022869666,0.596573176,0.028951402,0.021099838,251.2973665
0.013518468,0.056394418,0.072007498,0.45479188,42.03808202,0.079200452,0.594114322,0.59003952,0.585613866,0.301565637,0.027108404,0.704074589,0.018454771,0.015770999,71.51804176
0.017325974,0.068865184,0.073678857,0.3511363,54.37929723,0.099698593,0.646189432,0.57834091,0.561086461,0.385343979,0.032579986,0.548671359,0.013165684,0.046087939,295.921825
0.015862185,0.080127619,0.057462313,0.462259622,40.53885686,0.117013836,0.696554789,0.581727325,0.562811477,0.345530201,0.041458132,0.514452777,0.003040688,0.03665377,275.2690821
0.013966085,0.069158685,0.074733371,0.286008032,42.58340843,0.0956483,0.623703114,0.574932967,0.577580175,0.201471433,0.027759765,0.515329748,0.052403238,0.02630319,290.8603871
0.015345603,0.069818121,0.051228486,0.300962951,32.49256492,0.074869749,0.572701905,0.585499311,0.560848507,0.35496922,0.049067676,0.627083778,0.049337413,0.040442195,217.9918757
0.013442859,0.062614066,0.051216813,0.332006973,50.12935638,0.09037092,0.657894305,0.565233624,0.567234065,0.34062761,0.045318089,0.790647206,0.047931957,0.013300449,158.7930033
0.01559542,0.050887599,0.081426665,0.324224436,35.93540129,0.127595259,0.575986234,0.583722442,0.586723089,0.247107948,0.061350519,0.717756494,0.023833848,0.02906183,400.7313223
0.015315061,0.058196631,0.085865694,0.322909337,47.02973532,0.116570058,0.60202193,0.55176115,0.578296732,0.430540155,0.0585857,0.724473501,0.006809548,0.010885689,339.2111451
0.017174513,0.058918922,0.056059667,0.49117997,55.81115957,0.078057946,0.610907414,0.588984096,0.566607361,0.225974331,0.026116263,0.632525635,0.047599939,0.040251459,169.499752
0.01390279,0.084937997,0.071513227,0.460142502,59.23771218,0.100349888,0.691307475,0.565517071,0.590310367,0.179240355,0.037686266,0.688829137,0.027674707,0.052044618,242.913656
0.016766308,0.051626268,0.090116676,0.50050328,48.71012133,0.112230032,0.625633845,0.585046569,0.585835541,0.451792834,0.036106392,0.594025379,0.018518767,0.036304139,242.2668937
0.015132058,0.058597812,0.08154852,0.29769588,51.92368418,0.082500366,0.547300009,0.563973009,0.575554773,0.453875511,0.032069047,0.640042694,0.035365203,0.038054184,230.0580311
0.014648806,0.051477993,0.063189824,0.304779392,39.07448444,0.114273762,0.633286668,0.592832745,0.586610062,0.399550767,0.061011419,0.784444974,0.056196816,0.041346652,195.4677317
0.016870172,0.055942901,0.080537549,0.487336145,32.65276768,0.120438316,0.696760353,0.564275683,0.566320959,0.238957771,0.06082227,0.556691747,0.056522289,0.035614263,329.9630358
0.017671806,0.064601547,0.083566574,0.280207063,49.56744078,0.108152633,0.626686234,0.570628657,0.564439722,0.376810374,0.042995142,0.569374462,0.029255586,0.012855287,399.4158596
0.015907216,0.082866457,0.068434412,0.302802631,58.93302809,0.100427415,0.586606289,0.584368514,0.563370612,0.235357362,0.072053404,0.55087307,0.040426017,0.054423631,885.4875328
0.016811607,0.089810161,0.074681436,0.516041907,43.6948075,0.116328213,0.556526838,0.587350894,0.568965209,0.347611991,0.036168903,0.649402879,0.042494244,0.037643846,263.7358311
0.014352739,0.081120509,0.060258526,0.353329061,34.07999417,0.108443043,0.627818505,0.553991646,0.587786343,0.423228625,0.041948052,0.509722313,0.0224137,0.050503354,267.9438875
0.017819703,0.069598026,0.074133323,0.415772164,32.93091316,0.095074023,0.55745907,0.55978334,0.594002461,0.351252838,0.040841936,0.693514676,0.048349327,0.005586838,97.82916025
0.01448679,0.054231945,0.060830116,0.513816806,34.15186105,0.109249248,0.597011446,0.578139317,0.548838698,0.285321575,0.036186403,0.606998477,0.001847273,0.055266284,192.1646477
0.014934742,0.078384526,0.052828915,0.512555309,56.84467964,0.088990348,0.663416424,0.553647453,0.568332224,0.203969189,0.060557448,0.708937651,0.038621116,0.013424665,327.5140745
0.013703555,0.075335824,0.066450112,0.336725314,32.3950384,0.085010861,0.694233413,0.582480787,0.567637349,0.396913761,0.044202959,0.795166364,0.032453861,0.050017472,4.45E-08
0.017623139,0.066216126,0.085729708,0.396301094,30.28340835,0.10858836,0.677841495,0.573301262,0.568147654,0.221823211,0.064036969,0.759400162,0.031730939,0.038281957,118.8964091
0.013830168,0.066046791,0.052481911,0.301125375,54.69832587,0.104309298,0.543541582,0.55469042,0.573854785,0.335364444,0.072739922,0.647873323,0.033399024,0.053332544,694.442245
0.015738114,0.06841472,0.069003451,0.473534049,48.18646794,0.117730062,0.714037184,0.581119913,0.580070168,0.413811418,0.065598711,0.779969261,0.017752629,0.006299547,192.517144
0.014978768,0.070035522,0.059820423,0.524250734,35.64259943,0.12188829,0.695020801,0.5923279,0.563458727,0.228853563,0.068631372,0.545055381,0.057358956,0.015379725,412.9390183
0.014004739,0.066778486,0.075535038,0.375673352,38.91032073,0.12074769,0.584594649,0.573462753,0.594144951,0.191629693,0.039493061,0.620761889,0.012190543,0.037838316,355.9932629
0.016582817,0.082267237,0.071897579,0.390505714,38.33282725,0.119978462,0.630140062,0.552769302,0.583975413,0.366293627,0.061197829,0.650816075,0.019610409,0.025700968,347.6806846
0.015830226,0.071600458,0.052090156,0.352654242,31.93046333,0.11837775,0.603973493,0.568807926,0.567726749,0.17520679,0.043201266,0.659393205,0.006946436,0.051666728,284.8986035
0.015237531,0.079545591,0.069524415,0.343696833,43.02588366,0.101306643,0.677385873,0.566549602,0.58083006,0.341010099,0.04247685,0.516325099,0.011506785,0.011961054,298.5912505
0.015121693,0.083201831,0.051111797,0.329392782,39.10376914,0.080815147,0.549918375,0.578430778,0.59259307,0.209716586,0.027261591,0.571622184,0.044869668,0.036370561,226.0997436
0.013646421,0.057546048,0.089760333,0.428752513,54.06767614,0.089688263,0.611804584,0.573651822,0.592977963,0.188418372,0.045545339,0.655812458,0.002743794,0.048127415,324.2843428
0.016394913,0.06509286,0.086259917,0.353717703,38.65968484,0.113334611,0.659189244,0.592743228,0.557454682,0.171611978,0.062309599,0.574412573,0.006268564,0.009180177,476.2938132
0.014500516,0.085631264,0.073468888,0.308669987,59.87064467,0.09474854,0.562820542,0.572798534,0.569180084,0.182172257,0.035399482,0.758777605,0.040289946,0.034758783,310.5995899
0.014330905,0.075632124,0.081053115,0.484807545,40.72027679,0.084304603,0.712674698,0.554018456,0.558020825,0.25795886,0.057766847,0.527642825,0.044402905,0.031637386,306.7718203
0.014186402,0.081491825,0.084642493,0.458071469,36.19869256,0.103419398,0.603627435,0.568263686,0.588966747,0.214514431,0.026465513,0.732471379,0.000159937,0.054810556,53.30728057
0.015350905,0.072318225,0.079991629,0.34125389,59.71681578,0.095498636,0.576921257,0.569733437,0.586837875,0.286297608,0.037440555,0.719284862,0.019163049,0.012246472,294.8252308
0.015904966,0.074978629,0.060558247,0.389667043,32.70331569,0.10984904,0.699951657,0.574630068,0.55155397,0.417043379,0.076918835,0.761461657,0.036387147,0.023489726,157.6797281
0.015116037,0.076560741,0.054484128,0.30161761,32.99326158,0.098870994,0.632417506,0.587430139,0.584044599,0.387463542,0.073990809,0.524937666,0.044768807,0.038354056,449.9237077
0.013773509,0.076327642,0.057775008,0.464980051,34.93372709,0.105979078,0.60478354,0.582565349,0.553439571,0.383230887,0.069135289,0.754546223,0.027154513,0.032802586,210.2864764
0.016348587,0.08391421,0.081847949,0.343566632,44.94443276,0.098572078,0.565912169,0.590930079,0.589651158,0.16627207,0.022294757,0.734614427,0.032310837,0.046563354,159.8231581
0.017835477,0.087397431,0.072931091,0.305879244,49.45811777,0.110797146,0.650808114,0.587259532,0.550851977,0.443823123,0.058827188,0.613775231,0.04435999,0.032995565,429.8438952
0.015330274,0.059659239,0.051807817,0.464108038,36.7227519,0.084218996,0.664708009,0.586794837,0.573613348,0.346858913,0.035340177,0.745299711,0.017534591,0.003836018,0.000187628
0.016999282,0.078566665,0.061263068,0.514440544,48.0576884,0.109119877,0.55253058,0.563828468,0.581240803,0.370958303,0.070430073,0.78227299,0.053698666,0.018411955,288.9461512
0.013728415,0.085770709,0.071958834,0.411985306,34.29019627,0.111176962,0.557952639,0.578626268,0.574488733,0.18860121,0.060927138,0.628740365,0.049110258,0.016320467,431.6103659
0.016723528,0.089191277,0.081793906,0.538500714,56.08388303,0.086413112,0.59220297,0.555520865,0.554329424,0.427458372,0.071496097,0.687924855,0.027968654,0.044165847,384.7440086
0.016769893,0.090442934,0.080853399,0.394940989,56.47676007,0.102451535,0.697983389,0.577999511,0.589166399,0.387089878,0.021601079,0.594975155,0.044920038,0.049337579,157.7907125
0.01681969,0.080469334,0.054935247,0.532393357,54.97621355,0.075282792,0.576302378,0.572559683,0.579347347,0.219715515,0.048528761,0.652355816,0.041934458,0.022956249,289.6804582
0.017444193,0.063522641,0.086757698,0.43608801,38.2808891,0.085836085,0.598274477,0.591621382,0.578986694,0.361487148,0.02813209,0.621003386,0.004136374,0.03339489,95.30934139
0.015024211,0.069511209,0.070504466,0.355241027,45.48701066,0.12381551,0.709687062,0.562336499,0.578211453,0.30236684,0.064504671,0.534146002,0.045715534,0.001173333,502.6547918
0.014645175,0.073094855,0.054302307,0.500718269,46.14791142,0.092009566,0.680431578,0.584259987,0.578940706,0.418994943,0.042869514,0.541459806,0.016186987,0.02007407,233.072092
0.016486556,0.088797977,0.078397897,0.368611438,42.12327104,0.115377194,0.641398285,0.554198077,0.589950871,0.210801167,0.070584837,0.659162751,0.041924035,0.028496751,485.1584469
0.016762922,0.082145017,0.071100895,0.326653588,33.87531316,0.08135586,0.652445299,0.58290134,0.590031327,0.344508825,0.053685907,0.648752271,0.021141922,0.048372093,191.4812242
0.01698798,0.070052164,0.050383773,0.419712009,37.29978646,0.10740641,0.683103812,0.551284665,0.585538596,0.303544652,0.036250344,0.733011735,0.02822367,0.053137314,56.80885958
0.015871589,0.085804352,0.054622181,0.345176808,37.45011237,0.106554766,0.636690295,0.586307807,0.563942762,0.444468178,0.051647818,0.677839102,0.056756859,0.054758033,224.527495
0.016683962,0.076008864,0.057131022,0.3587222,39.92376675,0.08488046,0.580040485,0.559072183,0.555303658,0.278730188,0.069434394,0.549787777,0.031318611,0.026667906,487.2590762
0.015074578,0.086859934,0.066987283,0.377010679,41.57503463,0.123565424,0.613658651,0.578861946,0.555444387,0.379429806,0.040593055,0.662575401,0.005970971,0.042325346,272.6364745
0.015918666,0.067228762,0.064180208,0.46442613,53.41252475,0.084800019,0.702978975,0.554641275,0.567499413,0.186153533,0.022613707,0.626492354,0.022315178,0.014101355,122.4433699
0.017050473,0.08151899,0.057779408,0.2879394,33.61091585,0.104414199,0.691696346,0.571233728,0.570540725,0.447697002,0.045704086,0.728102416,0.024103614,0.028401913,61.85851001
0.015641978,0.079983482,0.080457798,0.393083306,33.75407452,0.077889793,0.597664172,0.567004388,0.55174672,0.274237229,0.037158385,0.536786863,0.037532586,0.051689559,200.1727472
0.017057688,0.061659085,0.086523166,0.299846967,46.77806847,0.117296589,0.680920381,0.549907083,0.549948489,0.322957785,0.030733027,0.532490785,0.049046888,0.040745193,314.9502903
0.01422791,0.089297625,0.063039538,0.346738096,58.75700252,0.118104068,0.614054089,0.567114887,0.590645316,0.446101374,0.052929421,0.691943647,0.035035636,0.001260283,403.1785388
0.015682071,0.051183393,0.053826879,0.353043374,40.82109134,0.103431341,0.666957779,0.550168515,0.563367591,0.378174463,0.05755318,0.555093231,0.051346241,0.017824276,371.0548148
0.016299942,0.056000838,0.065409859,0.490783687,40.61029864,0.094354718,0.696247715,0.589363237,0.584962674,0.199765422,0.047295945,0.658106484,0.048254292,0.057725356,196.5122702
0.016704944,0.080965164,0.063766779,0.37952241,48.24557422,0.088950689,0.58334648,0.584812725,0.57815307,0.394780622,0.028700307,0.511058937,0.024569397,0.013945125,253.1471093
0.014272202,0.085953151,0.082122193,0.322057659,49.63202538,0.09005928,0.587591074,0.56794462,0.555682196,0.196850326,0.075557709,0.675412841,0.005540023,0.028770977,562.6590931
0.014087081,0.088421183,0.080151823,0.329143469,55.72797779,0.127867499,0.621193305,0.569380155,0.584504408,0.302951105,0.027649708,0.576917119,0.027645155,0.038227208,403.644778
0.014414349,0.072993062,0.052955348,0.320020395,52.61790018,0.085722673,0.667123433,0.583969114,0.566501444,0.287735576,0.037327236,0.739045598,0.009195435,0.045221498,178.5514279
0.017882351,0.078047339,0.055737803,0.388892725,42.48980933,0.11007547,0.589592385,0.571571715,0.593849904,0.314635909,0.035929767,0.528999678,0.024359525,0.045781256,353.4277726
0.014065823,0.087062056,0.077746908,0.541777921,32.19471876,0.092779151,0.71107988,0.564533254,0.589054857,0.402558985,0.049501416,0.703503713,0.046588132,0.023647896,35.0676444
0.016029003,0.056313107,0.072384156,0.422843117,40.06886355,0.080945706,0.653637401,0.571080556,0.562863751,0.326517992,0.0195272,0.784904613,0.057031473,0.027325291,0
0.016092066,0.071377254,0.059980852,0.477678782,58.22999689,0.108492721,0.668531787,0.588442292,0.560758972,0.164036654,0.021802503,0.764444052,0.009724014,0.02115137,103.7701788
0.01443484,0.051298391,0.053349031,0.469812433,53.27177,0.120774207,0.678833186,0.548322824,0.580546464,0.36507753,0.034203683,0.669670056,0.018428498,0.01231344,216.3863294
0.015356811,0.054142433,0.079253806,0.475899478,53.52148643,0.113366143,0.673906194,0.564322668,0.575400548,0.195975633,0.072418195,0.74887824,0.002294886,0.035049466,397.651494
0.017242078,0.078958739,0.06172291,0.508240997,55.3052128,0.083068656,0.593921835,0.573038158,0.575764268,0.205128984,0.023464977,0.570570258,0.006609331,0.034873966,203.3617829
0.014618629,0.07067364,0.057609251,0.449275997,38.25571169,0.118931603,0.578258337,0.571417187,0.554067284,0.341727947,0.066663628,0.756166526,0.053579561,0.046231127,290.8110708
0.014257488,0.05319019,0.069454484,0.286901074,42.25124296,0.087740315,0.688905684,0.580594957,0.566738173,0.240335275,0.036541712,0.559457574,0.038082542,0.019453404,247.2827795
0.017766503,0.051362873,0.069838178,0.437472037,53.87525086,0.102498194,0.637774083,0.551313852,0.55628382,0.293058715,0.019658848,0.665280339,0.043324965,0.042468009,147.809797
0.015177899,0.052830272,0.066044205,0.383965585,41.43456333,0.123183482,0.541057292,0.585775482,0.579604872,0.287384555,0.061460728,0.587113635,0.019327105,0.053446334,616.3465975
0.014543644,0.055902826,0.086014011,0.366119677,32.26650313,0.077309567,0.619726799,0.551356966,0.564874654,0.282136183,0.054153313,0.715743061,0.00730284,0.052908367,151.5302138
0.01697654,0.079884551,0.089239508,0.297170703,44.66539399,0.094477902,0.647990269,0.560095463,0.590248386,0.38091423,0.043792313,0.63192505,0.048723171,0.055979947,255.840854
0.017251461,0.084155357,0.064292212,0.46600074,36.58433647,0.075194405,0.56574029,0.548699606,0.549082168,0.277369697,0.026067229,0.623210728,0.002579776,0.021907572,82.47945071
0.013562051,0.073479518,0.070398394,0.517839988,48.22581024,0.089561394,0.662518608,0.593620757,0.54810887,0.454457593,0.047149798,0.653987002,0.036289525,0.020997204,212.3505579
0.016524133,0.072933352,0.049176423,0.483121865,37.51586351,0.101334767,0.623202854,0.564645268,0.59182836,0.229188168,0.047481314,0.533010062,0.050865552,0.054225275,317.698729
0.01552721,0.055576026,0.08661369,0.521319544,50.25527846,0.101889649,0.686503313,0.586202057,0.575325425,0.335689102,0.030418191,0.566845271,0.017128151,0.009735889,185.9571445
0.015615221,0.049485114,0.088497677,0.414966704,49.74541102,0.075089173,0.619017654,0.569306243,0.578729306,0.434954676,0.022467682,0.605831171,0.009646141,0.045167363,98.69210938
0.016616989,0.061222118,0.070958779,0.337425572,54.66884197,0.122592208,0.718612342,0.549191315,0.56817715,0.380742355,0.036606559,0.686899208,0.048702268,0.035499812,236.4028224
0.017148298,0.086499284,0.069680147,0.491892746,47.99907109,0.085913032,0.702125005,0.552305218,0.582872893,0.257934306,0.041716818,0.751358705,0.048984713,0.009576969,84.16209091
0.016192137,0.079080314,0.074207403,0.317798912,48.94340504,0.113905992,0.580982365,0.575147387,0.564935453,0.460958802,0.076096056,0.737882202,0.038863196,0.033713357,453.1896835
0.014354691,0.070523598,0.087242692,0.491342751,53.84228994,0.106456115,0.61332603,0.565696074,0.549626163,0.255709496,0.024879331,0.592632912,0.008300839,0.013633146,240.8266526
0.017226499,0.071166036,0.079076556,0.316710284,53.71222986,0.089722513,0.574749656,0.560239295,0.592093056,0.319763783,0.063990018,0.628423081,0.029622762,0.025340788,511.3105133
0.013511462,0.061588641,0.066415113,0.433479622,53.38571324,0.098500048,0.638157618,0.57840308,0.552941838,0.19136661,0.07313721,0.591656144,0.028451272,0.025829145,578.7186414
0.016098742,0.074052528,0.088558694,0.369877074,52.62254505,0.114915488,0.566078953,0.555129696,0.584207876,0.394020131,0.068057036,0.521387301,0.047045729,0.012641086,732.1493179
0.014704392,0.087834897,0.052722841,0.492902291,57.36451404,0.117225508,0.669078988,0.566493888,0.561407005,0.232593362,0.047542015,0.780580237,0.044116219,0.031854048,236.5958647
0.014974355,0.080703687,0.053511209,0.347443582,55.83322329,0.085691528,0.674148068,0.552568977,0.570450807,0.282276196,0.054551505,0.699491493,0.013179072,0.055685003,315.7498725
0.017229868,0.062388363,0.050216336,0.49527073,50.51678217,0.115772891,0.57367677,0.559899891,0.554741628,0.273475947,0.06872621,0.560294072,0.054595062,0.028915829,683.9296988
0.013888722,0.060618877,0.053009725,0.39736019,36.02233454,0.080067528,0.555925041,0.55118049,0.559603241,0.26027234,0.052331331,0.725174829,0.025494877,0.018968829,203.8913513
0.017411032,0.061133976,0.068869154,0.492608263,56.52758616,0.104363284,0.590403051,0.557671154,0.589465707,0.40880426,0.069262253,0.743926472,0.04609922,0.033612151,367.4284642
0.015800469,0.051081692,0.078886817,0.335898967,34.6760747,0.095849583,0.715647669,0.588782138,0.581071703,0.269244569,0.034301896,0.704994599,0.010161531,0.042970941,72.91595676
0.018142398,0.075250718,0.090652817,0.40793719,52.0568913,0.090170888,0.637294653,0.582608946,0.548753897,0.388638757,0.029187294,0.626194859,0.007744893,0.04493142,176.9037183
0.014448532,0.062071375,0.080881087,0.535939792,45.35838544,0.120941778,0.559739349,0.551977188,0.592267903,0.293225166,0.063266466,0.798679109,0.054868752,0.010584182,238.0131528
0.018126468,0.082093969,0.084281549,0.485284192,49.12839596,0.089184848,0.545040086,0.568123447,0.553851649,0.371755193,0.034852524,0.534482274,0.0114363,0.043347367,309.7899189
0.01381425,0.072117558,0.068597807,0.509387593,30.56645498,0.079583569,0.699329408,0.576527549,0.562350369,0.165585244,0.020182518,0.724003955,0.009325173,0.029413835,1.27E-16
0.01452158,0.060581385,0.085165011,0.511296056,55.36036217,0.080104642,0.681758931,0.548258642,0.552287509,0.460178908,0.055974309,0.61891438,0.001921647,0.010335858,279.9907083
0.015574286,0.067626592,0.084098313,0.305359865,54.51762242,0.106366091,0.590046025,0.593894316,0.587121525,0.237409229,0.066279939,0.581803337,0.032018672,0.050980281,734.8001744
0.014215696,0.081364413,0.065699137,0.487813894,48.3500447,0.074996043,0.595677315,0.556929735,0.5557711,0.414238509,0.068101143,0.743382324,0.003753595,0.026556402,254.7002065
0.017781966,0.064665445,0.075756558,0.329057162,50.60015527,0.127135309,0.616440387,0.566862383,0.550012906,0.268855199,0.060180239,0.544844717,0.00533008,0.012392608,734.1267702
0.017684411,0.076770064,0.075027749,0.314293747,43.92172485,0.122734863,0.702192134,0.565557082,0.580275434,0.272395681,0.049304891,0.672354665,0.031878441,0.022304703,315.7725275
0.014104059,0.054551109,0.088657795,0.509172723,53.7646275,0.106731099,0.708185967,0.550568631,0.5728794,0.385903631,0.040072075,0.671844353,0.019010269,0.052470764,196.9164851
0.01719915,0.082615941,0.082741492,0.46182541,43.89167856,0.084554392,0.58534885,0.580702891,0.558081945,0.238995516,0.076733798,0.543943766,0.055667579,0.026227943,533.7959116
0.013976066,0.064097359,0.050646353,0.532218891,52.13871868,0.098219261,0.661965629,0.553479394,0.568295923,0.457301557,0.061484877,0.619793186,0.047733465,0.034453072,352.3374934
0.015476095,0.084457479,0.060995645,0.345851296,49.06495382,0.121321866,0.562659413,0.588013464,0.567041297,0.40108947,0.021962957,0.588948717,0.015524454,0.000169906,303.4277231
0.014556657,0.067674242,0.085392542,0.424987876,56.9880008,0.090988804,0.635635006,0.577117289,0.587243664,0.234727528,0.044716723,0.792490822,0.052245916,0.007441087,182.7952379
0.014571099,0.08032478,0.084344556,0.513631571,47.25527518,0.114759766,0.570694174,0.563402383,0.555237185,0.426149584,0.041045017,0.605090174,0.026134346,0.014674975,323.4136616
0.013409882,0.069550078,0.086713534,0.428260477,53.31851765,0.110444942,0.580544469,0.555988324,0.572778244,0.259284408,0.049118038,0.66619507,0.001868386,0.045068451,414.6128779
0.0159947,0.070157717,0.087633625,0.372009626,38.51991312,0.084204613,0.661239312,0.574230931,0.550316438,0.2575013,0.071277741,0.665672055,0.031622358,0.04486726,341.6973791
0.014167311,0.084684401,0.089167212,0.475530728,30.66513937,0.110467213,0.652045375,0.586847386,0.575032872,0.298242343,0.035257399,0.542704252,0.046020911,0.003040858,164.7700272
0.017874939,0.058541283,0.057666323,0.524495785,43.11408279,0.111899419,0.587025864,0.573814506,0.58556108,0.265343325,0.050048297,0.720733231,0.000247271,0.010802286,227.6542423
0.017856295,0.051764821,0.053777486,0.310424039,59.39311862,0.088557546,0.633069135,0.583830435,0.58990341,0.207496176,0.019724022,0.743200727,0.043247185,0.026113497,135.354225
0.017793888,0.049072449,0.062657135,0.493977615,49.89786114,0.091431579,0.627783544,0.571783661,0.549481641,0.249565565,0.034660802,0.526884193,0.013448063,0.049220435,282.8182789
0.017464245,0.061999996,0.085566832,0.323580032,44.15849675,0.088296218,0.594391775,0.593921566,0.549556929,0.26750734,0.062151939,0.586416622,0.054543705,0.011155922,465.5821136
0.015637101,0.069852676,0.080693541,0.380190725,59.74289169,0.095729982,0.58650823,0.59372128,0.585237667,0.413662197,0.046300429,0.524370221,0.019418326,0.049481693,461.2018036
0.016013861,0.05015986,0.086378472,0.384880084,58.51518333,0.113070066,0.634115552,0.551751419,0.594539906,0.332545522,0.043871045,0.683536653,0.04924123,0.054024968,345.4317344
0.013751301,0.053413397,0.087811902,0.28187681,45.59624537,0.095044885,0.675888045,0.552840003,0.585481452,0.334571691,0.026855188,0.655633224,0.037868387,0.003943529,147.3423755
0.014903904,0.064363938,0.071379724,0.281552773,31.98575343,0.103578895,0.633566066,0.549591528,0.553770846,0.345817245,0.018321102,0.762086109,0.016898095,0.040978029,6.24E-14
0.017063231,0.055004739,0.06531766,0.339966902,40.14388083,0.110361826,0.68812631,0.58224647,0.551439883,0.274525455,0.048230323,0.504868326,0.028086222,0.007862445,372.6272719
0.013894192,0.08343442,0.055020332,0.338657651,47.11708056,0.089842348,0.618418128,0.592623256,0.584553198,0.245295759,0.054008493,0.627749822,0.017697515,0.006181069,376.9654017
0.017261444,0.066107234,0.060859991,0.512903484,31.35052911,0.119774903,0.688054883,0.561370255,0.581277528,0.366572937,0.068375935,0.765706749,0.042297043,0.057551278,13.11997455
0.016139453,0.086707398,0.068484551,0.527289272,58.62726014,0.099064057,0.663765057,0.575045081,0.576152194,0.336419992,0.024282198,0.76072678,0.04021035,0.015262432,55.12249787
0.015538607,0.066079901,0.07911915,0.311736174,50.02704144,0.083902296,0.570235745,0.559224536,0.556919253,0.45028012,0.066894668,0.73010338,0.033539231,0.022566487,341.4492032
0.017010578,0.08680202,0.073164647,0.311287314,45.77263542,0.082297461,0.560114914,0.562196625,0.588545454,0.400171179,0.029150465,0.606452957,0.00526012,0.00164636,194.1620065
0.014739314,0.072237014,0.052678693,0.410857809,59.15629628,0.099359494,0.569966416,0.559634751,0.550190887,0.165463189,0.060212486,0.736235538,0.034977797,0.05275718,482.1976498
0.016678632,0.079285726,0.051482837,0.282296923,38.72024431,0.098394405,0.629356181,0.548834977,0.562639673,0.162328125,0.058973194,0.637821715,0.039310497,0.01659909,434.0570861
0.014539348,0.083756845,0.08756649,0.52975223,46.26104421,0.08875547,0.564253746,0.558933979,0.578600818,0.160792895,0.05384476,0.663139371,0.00011386,0.002853641,322.9934672
0.013925333,0.070268116,0.049717199,0.452361567,35.27697196,0.115852329,0.694520216,0.590557935,0.58471695,0.400408061,0.044795269,0.610531678,0.035532187,0.056373101,195.4335732
0.013420741,0.064760777,0.072489671,0.439635686,52.72265172,0.077265104,0.669679667,0.59041183,0.55211974,0.338745726,0.038484364,0.539721548,0.041485146,0.043078379,243.3143087
0.017720391,0.049191436,0.062932164,0.507296144,42.33008195,0.097893607,0.697516173,0.555917377,0.552460086,0.344322213,0.033080456,0.76264586,0.040080746,0.004732453,3.70E-07
