mu,P_mui0,P_mui1,P_mui2,beta2,P_epsilon,P_kappa,P_gamma0,P_gamma1,P_gamma2,P_nu,cdr_b,P_h,P_j,Equi_incidence
0.016210136,0.07690871,0.075305542,0.381087784,51.85795677,0.090643524,0.610102901,0.565321041,0.560470944,0.167423886,0.053473656,0.618429711,0.034448166,0.042085018,444.8875818
0.015853696,0.072061335,0.063549873,0.31076092,45.12215163,0.111063134,0.698619179,0.571739261,0.584160276,0.376191393,0.054786923,0.528306972,0.019070397,0.040905003,402.3607708
0.01717874,0.063435887,0.066861742,0.432720709,55.49985728,0.114809634,0.669894333,0.563449664,0.581476137,0.330196211,0.063784688,0.6315058,0.046990569,0.01990083,469.2225776
0.017246789,0.080890984,0.084043939,0.475303297,46.61536043,0.099984675,0.598288655,0.559854137,0.583254098,0.300398927,0.034892073,0.666929592,0.050452428,0.029384981,199.5196793
0.016024139,0.067523251,0.053644414,0.426161371,50.98610171,0.127078059,0.628741974,0.549729552,0.5771247,0.256935197,0.032515122,0.65112654,0.049541244,0.011134575,313.5421629
0.013674379,0.066752311,0.064918095,0.344503209,46.4071807,0.077999281,0.638550886,0.566570006,0.577252187,0.338144526,0.043370239,0.731876812,0.031185478,0.036037594,167.7990537
0.013594796,0.076944642,0.084899578,0.470166545,50.34972736,0.109178168,0.620070511,0.57475412,0.556512928,0.30485492,0.050802678,0.711302733,0.041739491,0.020622709,301.9506336
0.016129515,0.069026515,0.06866608,0.289781582,36.65847014,0.086890063,0.626355195,0.570585799,0.56548537,0.371846088,0.04979508,0.643084742,0.027334443,0.00877626,230.8741415
0.017523367,0.064166421,0.064055657,0.374783921,48.02323317,0.115713585,0.630904356,0.565194677,0.567969005,0.231898726,0.039175838,0.756362768,0.008445255,0.020583693,218.4879876
0.014795573,0.084223047,0.075407682,0.359754028,43.88119753,0.116195724,0.590574022,0.554130592,0.569494212,0.317587734,0.05653777,0.509337316,0.015665275,0.009650988,557.1177502
0.015228111,0.058992946,0.06346002,0.384650985,52.46813592,0.078481387,0.561289691,0.581522846,0.555169014,0.329582361,0.021518968,0.582853455,0.035147959,0.047774782,192.3496769
0.014344833,0.053781952,0.080974171,0.33545074,45.18419808,0.091126375,0.612234396,0.573367387,0.554036069,0.283498746,0.022562012,0.542339687,0.02510945,0.017296737,205.100582
0.016398798,0.082683345,0.071264309,0.420276413,57.30450568,0.098705995,0.660569444,0.575637197,0.567588354,0.167752244,0.049711538,0.575139596,0.007943946,0.044353776,443.936791
0.016116628,0.067865217,0.071705014,0.297526511,41.93603598,0.100526721,0.565148546,0.586027457,0.569937611,0.278283434,0.025519618,0.722387278,0.053069997,0.008617872,158.4907681
0.015827039,0.065555796,0.059705219,0.333194941,41.1784942,0.112072368,0.593050352,0.56320482,0.563116362,0.269992799,0.02573405,0.542287069,0.053645774,0.033834665,305.0541994
0.015592714,0.085024161,0.072236457,0.405140587,45.64234216,0.093230853,0.655109681,0.590288955,0.557812974,0.416548373,0.037252713,0.698835037,0.01023128,0.017723781,133.6572779
0.017371883,0.083633472,0.075573506,0.397706977,45.21973209,0.079900039,0.63762172,0.565047591,0.554349669,0.366016833,0.062457721,0.739269161,0.035680181,0.015630252,214.235269
0.016514572,0.071835789,0.055438492,0.436734679,54.30261908,0.085137841,0.62381645,0.585138333,0.557550217,0.262901866,0.054299312,0.522295102,0.02840924,0.019405478,437.7306752
0.016059335,0.076997686,0.066628208,0.458693363,51.26118788,0.114589862,0.596168974,0.572603944,0.591162194,0.419420041,0.073009662,0.573771424,0.007053343,0.013752264,583.9385299
0.014266284,0.055645947,0.084605617,0.480672814,49.27805149,0.091283508,0.70448073,0.566729018,0.589517233,0.398815696,0.03829847,0.683676568,0.044226156,0.046900434,135.6812901
0.017555635,0.079591135,0.084790334,0.360131612,43.7214933,0.09444283,0.666643828,0.569451483,0.558340186,0.376690872,0.040768444,0.692107731,0.03674181,0.043505669,158.0839009
0.01521734,0.058030641,0.076516268,0.42215926,46.83159202,0.091791901,0.562419539,0.556935166,0.57812053,0.369116196,0.056014865,0.580783691,0.026839132,0.021862826,407.8059752
0.017431968,0.072867012,0.065925725,0.447996396,54.72701518,0.089991536,0.585249739,0.563327541,0.56005475,0.17767439,0.05550561,0.574232379,0.055016946,0.031449852,508.2192885
0.015719718,0.074728363,0.073053112,0.360685061,44.29835974,0.076969311,0.677574,0.568567247,0.585078429,0.234956708,0.066363542,0.761853602,0.019443914,0.014359908,238.7670931
0.017617043,0.086247662,0.057886693,0.34686446,33.09681994,0.102137857,0.553041738,0.583939214,0.56439396,0.349270144,0.038144288,0.574887243,0.02406491,0.016582863,260.2618674
0.014164312,0.081919562,0.060335534,0.528819159,50.17039111,0.125766538,0.600761033,0.568608382,0.580758238,0.299616419,0.039294817,0.554148677,0.038567177,0.023399136,400.8189508
0.015946053,0.074626768,0.05810509,0.478584105,41.37976014,0.103829526,0.663483138,0.580009668,0.557636119,0.323924316,0.044312498,0.567795059,0.03663708,0.026721458,265.3628902
0.013863812,0.077510235,0.084430998,0.32640921,31.12927177,0.1094611,0.673689561,0.573689738,0.578835158,0.390441734,0.061161267,0.604016607,0.0511354,0.018761973,291.1899181
0.015839093,0.081794645,0.075074111,0.378057175,43.49772454,0.087447831,0.687159153,0.558224804,0.569266484,0.416581844,0.028055925,0.674304169,0.006992491,0.031607861,68.14888132
0.017951076,0.079195076,0.083742048,0.467371083,53.80097091,0.104578513,0.640595786,0.552411755,0.558390783,0.379012788,0.050139926,0.554869,0.008820822,0.024690956,395.7883192
0.015710081,0.073433265,0.077337593,0.507435374,44.20883828,0.107370212,0.678322931,0.578186996,0.562280004,0.242396818,0.04279397,0.576266135,0.01488033,0.035678977,271.5930881
0.015787119,0.064063146,0.063732499,0.471446588,47.04984416,0.078270176,0.700713098,0.57829743,0.55777322,0.39620365,0.040009205,0.565324018,0.039889833,0.02399058,185.5266062
0.013331059,0.074543556,0.062340474,0.38589616,51.37986933,0.10291032,0.681465626,0.555080012,0.569014333,0.364833269,0.061395924,0.642786046,0.029964559,0.039980716,385.4360558
0.015936743,0.076412803,0.068069158,0.495991095,34.78334163,0.083879069,0.609276429,0.558024882,0.561547283,0.2770425,0.04404478,0.544104209,0.033662882,0.02650023,216.807386
0.015124948,0.086061645,0.08126564,0.350490477,52.93160388,0.125281561,0.684205443,0.561463814,0.557982173,0.227498263,0.038398792,0.712671067,0.031490754,0.028575623,293.3244312
0.017456676,0.06908454,0.058782716,0.439032608,41.4641079,0.088813448,0.62470342,0.572921334,0.579301415,0.400949386,0.074176933,0.76020332,0.013240511,0.040084263,201.8264422
0.015501396,0.068566231,0.052394368,0.323821026,38.56909436,0.121790957,0.681211107,0.565628446,0.568846209,0.31373193,0.052906803,0.50272226,0.047482175,0.044064341,432.0394091
0.014954922,0.067940084,0.08028085,0.406545844,35.86795574,0.095420603,0.610621728,0.556759517,0.575461137,0.357212594,0.049841236,0.695529004,0.048469636,0.052312269,180.2447003
0.017467804,0.067811055,0.067092861,0.483039259,34.19645716,0.09397197,0.672624242,0.566147371,0.556787728,0.250188091,0.029500698,0.783141927,0.027478013,0.030916882,0
0.017479169,0.063212719,0.063325365,0.462650622,53.58793562,0.112632856,0.701207905,0.573231178,0.568081938,0.423728512,0.063940171,0.605519504,0.022515387,0.005527875,406.9840538
0.016390425,0.067110918,0.077674713,0.468642989,49.99275974,0.101980186,0.666743558,0.587450363,0.564710003,0.30379492,0.022395605,0.573422322,0.051556702,0.025780578,168.1407377
0.014755124,0.07108291,0.073005798,0.438485536,36.44149672,0.117836217,0.548914891,0.585688785,0.582668603,0.203438337,0.055627572,0.548021394,0.025352222,0.039686425,509.9443975
0.014161749,0.075387044,0.069244982,0.390682251,42.85633364,0.117588485,0.623004285,0.584473057,0.588501979,0.343481622,0.059525845,0.748572194,0.041276461,0.006980678,280.5428584
0.014335215,0.079710042,0.060921974,0.423764021,40.34482495,0.103894804,0.67515198,0.56419796,0.55641291,0.19007188,0.052006506,0.734040538,0.017199634,0.03071946,223.2978834
0.014313477,0.060435536,0.082199328,0.465451764,49.9584729,0.105088034,0.7004159,0.568008395,0.582929111,0.244881798,0.045944045,0.646933258,0.040852625,0.049178921,272.1451145
0.01604072,0.074265622,0.084387436,0.44486942,39.2319433,0.09428147,0.670797556,0.550687911,0.577389445,0.362059648,0.052665128,0.613411686,0.020449612,0.003251058,232.9966468
0.013631546,0.053051232,0.071204678,0.337029972,48.46696369,0.123377866,0.62501694,0.569825903,0.55324743,0.23119527,0.065807691,0.523634067,0.018750459,0.042653543,748.9626665
0.01565052,0.054900772,0.061462088,0.396968622,51.13234525,0.087346605,0.698085894,0.576536238,0.563038982,0.363324495,0.055793325,0.559820267,0.006398154,0.024104495,341.8717177
0.015158314,0.080593559,0.082054502,0.299556644,54.89317594,0.091620248,0.616224144,0.553018273,0.586497623,0.300186027,0.04490792,0.632765863,0.003263774,0.04455729,361.814946
0.016793253,0.062448725,0.058188498,0.309702,56.71929388,0.108010219,0.640832388,0.559025099,0.566131489,0.252024984,0.066386664,0.780290419,0.048140675,0.040545104,412.5536998
0.017502707,0.087097138,0.061838493,0.421720714,35.34880671,0.101417789,0.57669962,0.562824633,0.556882226,0.326077878,0.031586555,0.662169597,0.045812615,0.049724474,136.1179701
0.016280911,0.072712793,0.080763252,0.381494349,47.36129887,0.117660296,0.569469635,0.569934912,0.572426013,0.250129711,0.064138766,0.511585054,0.043663123,0.024939229,761.1183634
0.013700537,0.056225449,0.08229746,0.403949733,44.38463627,0.113007184,0.593629971,0.57348917,0.572838023,0.465067414,0.044666796,0.620398738,0.046803891,0.046769215,307.7475012
0.016719706,0.074608214,0.057162219,0.486374443,56.609371,0.112000899,0.63831367,0.579519066,0.569119485,0.408341358,0.063052572,0.620043217,0.043167845,0.054372801,470.3635945
0.016744281,0.07110281,0.067338663,0.436381492,39.85929424,0.082090737,0.656378543,0.585848718,0.571624349,0.27576622,0.064937625,0.555288106,0.009114692,0.035252619,352.676975
0.015382644,0.062951685,0.067391116,0.325260596,48.31705142,0.090484259,0.683711535,0.548329248,0.55499796,0.251226815,0.061578757,0.710314878,0.046188692,0.015061217,334.4389293
0.013781475,0.055306841,0.057708218,0.331373313,44.51797981,0.07493691,0.658097401,0.56508087,0.567401037,0.355855488,0.056713998,0.631041312,0.011682443,0.050719695,292.1856427
0.016333973,0.056799212,0.051747743,0.357440482,31.87018733,0.098069369,0.581618927,0.553747104,0.558949381,0.30607137,0.066579815,0.748277492,0.014787705,0.025900474,211.3282498
0.01634631,0.052946273,0.062379698,0.379090753,43.08076997,0.105911437,0.546521418,0.578496362,0.56574896,0.317866236,0.03506826,0.707684405,0.029345817,0.038171011,229.7598198
0.015379157,0.071540774,0.084027021,0.447794629,54.15965538,0.110721886,0.604398987,0.561607782,0.584062647,0.238373017,0.052400317,0.707506993,0.042605982,0.018351538,375.3316433
0.014784952,0.072569861,0.059021827,0.319186644,39.9490245,0.119729445,0.653485502,0.577334166,0.574203232,0.360921993,0.053025625,0.728802081,0.01028164,0.02390856,249.9099366
0.017567267,0.088668313,0.062887367,0.463338401,56.78508019,0.108066119,0.586812328,0.563929368,0.567845361,0.284783795,0.034722009,0.569238225,0.023326349,0.042113651,406.6982621
0.014820968,0.079637857,0.084495873,0.511437146,49.94047352,0.097978573,0.706351697,0.591984841,0.571469915,0.28044626,0.052567886,0.618746817,0.045283302,0.011008348,289.7659775
0.01463867,0.081152289,0.062262475,0.452132111,47.96947635,0.112298236,0.621323701,0.562592679,0.561936441,0.39831514,0.076052135,0.519688846,0.022783735,0.047019723,611.546483
0.015390602,0.050909743,0.0851449,0.465111695,51.23269672,0.087618658,0.690181857,0.556248833,0.571912785,0.362955931,0.024395257,0.644977665,0.019286318,0.014210723,94.73259435
0.015446363,0.053903526,0.073241062,0.500162719,46.88483495,0.114467468,0.636254896,0.562550384,0.560001608,0.36688001,0.063669059,0.757711418,0.020554111,0.000568516,260.7188314
0.015933787,0.070788195,0.079773141,0.42020291,50.46078898,0.077776635,0.664887408,0.572206116,0.559150048,0.208773815,0.030766144,0.737030036,0.022619059,0.012452194,99.90293214
0.017292251,0.067219124,0.063800716,0.389502171,52.0317221,0.107066992,0.561757185,0.584393182,0.560159209,0.445776677,0.045147123,0.693046629,0.021427516,0.009901358,319.911075
0.01537136,0.069647962,0.080834832,0.356031784,36.52133018,0.076100756,0.627071429,0.561893112,0.594769659,0.314991863,0.035851222,0.635312845,0.033589435,0.051985916,130.8086642
0.014525147,0.056764726,0.062771519,0.302073113,54.6015491,0.095908005,0.58794326,0.575206342,0.555538638,0.356989804,0.06099278,0.581014508,0.034718562,0.029878906,554.6171309
0.013987916,0.053682662,0.074465589,0.388364235,36.30318673,0.120303873,0.58084503,0.582153423,0.572354134,0.19296576,0.027187241,0.751015251,0.007392317,0.016926877,122.4249786
0.017008697,0.07123852,0.076491359,0.3415469,52.54128755,0.109773849,0.637417619,0.577878513,0.582406441,0.3122772,0.032809101,0.702904489,0.024838147,0.042767531,230.8709167
0.01430847,0.070385517,0.061116197,0.36625407,44.25878848,0.11665,0.709274902,0.581570966,0.579658506,0.22698105,0.067767559,0.67665847,0.026579982,0.028954169,412.4564732
0.015980184,0.074489867,0.082481175,0.490112651,55.34974542,0.116666,0.611158834,0.569978954,0.556165863,0.316869623,0.034618479,0.666432676,0.015907598,0.022269129,285.3283896
0.014379307,0.073966207,0.077509597,0.391900272,44.1027979,0.089320386,0.61276216,0.591412818,0.552873838,0.383867496,0.050263203,0.57096663,0.015887536,0.031184911,322.5616846
0.014680887,0.054190804,0.079792355,0.506648274,34.289839,0.093768114,0.652260313,0.557563963,0.594298378,0.328960951,0.044128213,0.537743811,0.027401916,0.033065554,198.3031346
0.017587592,0.077038415,0.075869043,0.35922593,48.40233717,0.092312612,0.68495792,0.592687911,0.563255021,0.287955815,0.046248549,0.735709921,0.033976588,0.018567336,187.4221206
0.016359273,0.052535193,0.076385096,0.535304745,51.19473665,0.09213293,0.658752062,0.579457791,0.558146155,0.22412537,0.056061088,0.740130939,0.057672828,0.034969794,232.0406223
0.017575423,0.075463674,0.056194872,0.474045037,35.63249295,0.11753501,0.573474513,0.575263798,0.574747442,0.279294838,0.062950392,0.576696624,0.024233821,0.050149673,455.4625453
0.01594218,0.059419571,0.068186414,0.435691288,50.19507034,0.094042399,0.672979037,0.56763291,0.58647016,0.274778852,0.076197035,0.639550752,0.035644373,0.009836723,451.9534255
0.015258645,0.0638613,0.069065564,0.445528595,50.0991711,0.082832757,0.671860396,0.577758944,0.576455614,0.439742033,0.073293258,0.660938684,0.045974272,0.029556289,351.0449019
0.017999584,0.070558273,0.077278971,0.310829811,32.44679331,0.100238304,0.581829511,0.576172659,0.587644426,0.316617912,0.070353155,0.679160142,0.011837747,0.051138984,339.4743219
0.015197847,0.087623689,0.083251314,0.349040683,45.8106251,0.090615699,0.701600117,0.557087532,0.581989364,0.359244108,0.049370977,0.75568907,0.042977959,0.032493679,149.0351253
0.017895299,0.053622819,0.085911038,0.435169164,43.45037044,0.119641773,0.615017299,0.583408937,0.549670715,0.212877807,0.068531461,0.685121221,0.023492448,0.033412818,467.1810243
0.014178742,0.060324192,0.067850524,0.342645049,49.60391301,0.119579116,0.691494874,0.570732413,0.58433663,0.224483347,0.029749234,0.599044272,0.025805261,0.030878837,279.7115454
0.016198278,0.076505545,0.063668585,0.425477909,58.29038972,0.087872937,0.577695654,0.555385501,0.568506854,0.381498416,0.041256402,0.656953976,0.013467558,0.00653992,292.2658558
0.015724088,0.051665418,0.056984313,0.49173129,35.13758854,0.097593742,0.709950034,0.570295755,0.554921012,0.272158896,0.042112231,0.603276628,0.043075872,0.021757205,159.1119204
0.015632236,0.085848733,0.053876629,0.410417014,40.86951392,0.118611088,0.582431312,0.585032493,0.569347124,0.212126982,0.059660447,0.796492195,0.037094274,0.031727458,255.7854961
0.014635284,0.072683716,0.076045788,0.417406094,50.66493065,0.083535486,0.571474309,0.588083343,0.573972699,0.303241631,0.070533377,0.640163467,0.038642872,0.045987727,470.4448277
0.015985853,0.071897,0.07992362,0.475782583,44.59622912,0.105759718,0.643828657,0.549658456,0.572760779,0.31405549,0.069643043,0.568306176,0.034365877,0.048887507,467.868669
0.016190048,0.059619791,0.065348881,0.414408553,34.70459963,0.114214889,0.68926773,0.587236491,0.560728742,0.309384334,0.072535318,0.682913467,0.022817014,0.038761686,310.3999678
0.015609299,0.061183178,0.087688872,0.448760627,57.60465084,0.100142634,0.663244746,0.591828516,0.562001551,0.40551113,0.058334907,0.673805924,0.05286917,0.016177429,347.404804
0.013748327,0.085472464,0.077025005,0.497210514,39.1589387,0.125380988,0.659929953,0.571932805,0.585950589,0.198655718,0.054688835,0.577254249,0.005869886,0.023209841,375.2829589
0.014425808,0.087467807,0.061552325,0.283433424,59.98058161,0.089916984,0.603520085,0.580956569,0.585148032,0.304525364,0.051616894,0.562470608,0.032552061,0.023298849,511.6860887
0.016924407,0.07522033,0.078545907,0.309073933,35.69957895,0.12496553,0.625610096,0.575231075,0.580428489,0.417857278,0.024926585,0.709771195,0.01581064,0.042876968,65.05875345
0.014734294,0.080381889,0.063021008,0.468925644,47.93839648,0.07615474,0.701035515,0.559984702,0.549516914,0.30664639,0.069944573,0.636583453,0.005411741,0.027667548,338.9700935
0.016895039,0.063771122,0.066282973,0.334290656,51.59400976,0.090143003,0.567252506,0.585454045,0.557837133,0.225427569,0.023732669,0.713741092,0.031078098,0.041164071,192.615476
0.015509698,0.066950001,0.077213602,0.482778523,41.05806264,0.083275764,0.595800818,0.577736557,0.575626332,0.346539866,0.068198061,0.786386925,0.010065222,0.048031212,143.6220895
0.016643178,0.073024913,0.082399134,0.339763156,37.89686853,0.085077213,0.654292433,0.57201694,0.575641403,0.184954817,0.024790435,0.763814373,0.049691677,0.003994664,8.074996926
0.017514261,0.062202282,0.078315349,0.412068115,46.34115211,0.124242691,0.631414747,0.554310017,0.580193111,0.246018333,0.022211984,0.595843036,0.041356188,0.002491339,248.6785459
0.014834013,0.05719247,0.084718069,0.393869086,44.43653659,0.126229079,0.601689917,0.567054773,0.574549506,0.407238328,0.022080486,0.678601726,0.042380627,0.024237117,155.735722
0.01736622,0.074756103,0.066490037,0.456706855,50.94578523,0.089936675,0.679721189,0.575819274,0.582244523,0.231035447,0.043955531,0.778028123,0.008508744,0.019618722,113.3574035
0.014153116,0.057471759,0.07385688,0.374653241,52.32363533,0.125066481,0.71551097,0.589891236,0.558611852,0.347905613,0.038541113,0.777280057,0.014188866,0.035119519,156.7140015
0.014481784,0.070849812,0.083353782,0.378894696,45.89929461,0.108211569,0.685920733,0.589709963,0.587188899,0.309183183,0.066816779,0.56590387,0.004022611,0.027572271,458.4211715
0.014949563,0.07413331,0.071144208,0.488122872,32.90896516,0.107497301,0.572125669,0.559253265,0.582215374,0.264200934,0.052370449,0.730647401,0.048284483,0.014068856,158.7060492
0.016939259,0.065819711,0.058891854,0.347232448,33.2747706,0.111347154,0.656623606,0.580331538,0.577974166,0.364425528,0.037027036,0.687465301,0.050766897,0.016822141,101.8108614
0.014832437,0.064416852,0.081314912,0.34046569,37.42518929,0.083639464,0.630055535,0.558599037,0.587923192,0.368311616,0.059451282,0.69724606,0.047826359,0.017054781,224.3481911
0.013911312,0.060121674,0.058614108,0.522015095,35.11604709,0.092648119,0.683911154,0.54925861,0.568753653,0.269605207,0.043264321,0.605930737,0.021537179,0.018483746,163.5018755
0.013938408,0.063247885,0.055703651,0.365311145,43.52143149,0.097106863,0.641038777,0.58880692,0.575783224,0.25502642,0.032922772,0.582543253,0.006879169,0.01350238,238.5566982
0.017910101,0.057654952,0.0720366,0.422567801,49.54182987,0.099430141,0.616192838,0.585318247,0.59172006,0.337078418,0.059592157,0.756866483,0.043117198,0.045579497,252.4719963
0.014130723,0.054029286,0.084246529,0.530778433,39.39439039,0.111000626,0.623288268,0.573938784,0.579029674,0.198063137,0.032395801,0.729337539,0.040956742,0.042357234,98.82103453
0.017917321,0.063541197,0.059214649,0.435359311,59.35613076,0.126636181,0.617058914,0.574142682,0.585417993,0.348368735,0.019649769,0.792820611,0.041581955,0.04762138,86.37133157
0.016231163,0.075421233,0.059730588,0.482382788,33.98789673,0.081252342,0.698514726,0.585523284,0.550059246,0.363897147,0.052174742,0.67428527,0.002668294,0.051202299,103.1155186
0.01713524,0.056961348,0.076709066,0.484042433,34.49527203,0.086319938,0.70509794,0.565766486,0.581396365,0.279864132,0.029052038,0.624883114,0.051496061,0.045598076,36.6233998
0.017660276,0.071402878,0.0819044,0.402468557,37.63466554,0.125848683,0.610483982,0.579378854,0.590998529,0.215383275,0.057033253,0.52582242,0.011991478,0.024732202,522.0500731
0.016608687,0.068797388,0.072098267,0.454971487,45.7906953,0.078772353,0.567572836,0.559370546,0.57984471,0.203062053,0.024968164,0.580332222,0.032936007,0.006599248,180.4476131
0.016146418,0.080114236,0.058348902,0.382939968,46.0630974,0.094138057,0.542228435,0.575982708,0.576216984,0.289641339,0.045226606,0.618067784,0.014455532,0.003210934,370.6993957
0.017280343,0.08138841,0.060473341,0.312544185,38.68823142,0.078513024,0.591001778,0.561858532,0.579818434,0.308759584,0.024152464,0.769334739,0.023188953,0.007043215,7.73E-08
0.014277131,0.08310471,0.06575135,0.508594214,34.20714546,0.095796874,0.604207003,0.566043355,0.572479435,0.183815002,0.068289949,0.558148595,0.039989009,0.041392492,405.8442301
0.014442145,0.078351055,0.081929229,0.43216383,44.47530297,0.091061894,0.711522248,0.586481081,0.586223571,0.323650715,0.024654978,0.641104719,0.012589102,0.004562363,80.90315251
0.018081725,0.076169032,0.088939224,0.425860414,42.99478022,0.075558374,0.621582296,0.556653295,0.584821279,0.349825712,0.042533545,0.669364788,0.014647936,0.013037349,137.6223484
0.01408215,0.069494225,0.066134275,0.397851798,48.49470426,0.114963946,0.662335368,0.557805749,0.563463363,0.319508917,0.053887151,0.65272441,0.057551191,0.011865602,367.1213757
0.016252117,0.057101034,0.082561828,0.385632764,45.06692117,0.09519005,0.565194655,0.588402609,0.548216435,0.350713642,0.038446887,0.570413361,0.044795096,0.022788707,323.693679
0.016664808,0.055189364,0.071428339,0.451619359,56.66133365,0.091553181,0.585493925,0.578699845,0.560788173,0.252293016,0.059236395,0.6159052,0.022384846,0.026887478,480.7574114
0.016851784,0.075555609,0.063915146,0.463692807,42.73655516,0.081852689,0.639458738,0.575605936,0.58827183,0.44641325,0.065750041,0.587610958,0.031816826,0.035356844,313.324326
0.015275793,0.080580481,0.079377617,0.456446216,49.7958906,0.120602498,0.625845525,0.564369014,0.556603119,0.414550536,0.041777994,0.676353968,0.006222258,0.045040491,271.8743197
0.016934148,0.071735732,0.059195214,0.332370548,48.07338523,0.108553015,0.621762987,0.589288799,0.549732966,0.161691398,0.047835477,0.525340259,0.009809,0.036243058,577.5698666
0.016999564,0.084596445,0.055227397,0.395835227,37.20888576,0.108791223,0.70682981,0.569899239,0.559759798,0.190363389,0.037509853,0.552269733,0.019800628,0.003792125,239.0701896
0.017793172,0.054102553,0.079664008,0.403432438,39.25136641,0.096378503,0.604497186,0.555607086,0.570029892,0.313369482,0.055393685,0.567415109,0.019908897,0.051609522,362.7958856
0.014988358,0.085264448,0.070243477,0.355684597,35.5745732,0.10254337,0.593026914,0.57275712,0.579522975,0.436128666,0.056972119,0.712016722,0.001272547,0.045330842,207.1145268
0.017609276,0.087964406,0.081131667,0.408713445,48.83230874,0.105457927,0.563742632,0.55873617,0.573091049,0.177867189,0.038942961,0.752131532,0.01412392,0.031036595,257.2372559
0.017570199,0.072157421,0.058460946,0.440722506,37.16479061,0.11021542,0.611610415,0.561134705,0.551895611,0.297721532,0.053388622,0.684553396,0.011151167,0.016686669,253.5501013
0.016364603,0.058651801,0.063509269,0.525634472,36.80151242,0.123221132,0.585859147,0.549071413,0.56231967,0.411536732,0.038712812,0.731237787,0.034855056,0.015914423,88.01609048
0.015367564,0.063458135,0.051646858,0.523899114,40.90381059,0.104663327,0.611348766,0.578086452,0.575689995,0.279068054,0.057761121,0.599943065,0.02328863,0.042408832,355.2082627
0.016258153,0.057157553,0.085039503,0.394230333,37.55506624,0.092863038,0.588024063,0.575582285,0.579183294,0.291477693,0.050428021,0.717854652,0.025332287,0.008230686,190.9149212
0.016289306,0.054796776,0.081229562,0.323083507,56.93001651,0.117090911,0.626170567,0.5671554,0.585316437,0.328161309,0.028238816,0.572571759,0.004793036,0.012229109,362.9157797
0.01733691,0.079859713,0.065967541,0.354723602,54.27736301,0.082171198,0.617896058,0.558801609,0.559376487,0.37843652,0.054976573,0.742526312,0.037014361,0.00534215,252.9768736
0.016497587,0.086290809,0.063627486,0.497842862,59.16977403,0.111924002,0.579522656,0.556450087,0.578058137,0.213515169,0.033222621,0.602558649,0.021948143,0.014735305,402.2489823
0.013822261,0.089380035,0.067575963,0.36830245,47.37235749,0.116964963,0.551693694,0.576705149,0.553943129,0.247817437,0.047747739,0.59042804,0.043397018,0.041975555,564.3233003
0.014886471,0.056391581,0.05756023,0.46026013,50.68755639,0.118447463,0.641613624,0.587891266,0.586942584,0.29372361,0.062245846,0.573033331,0.015204602,0.023564208,511.6156794
0.016957122,0.077616982,0.071420479,0.48802649,34.00421921,0.11439729,0.574544587,0.558844392,0.552734298,0.433549693,0.042697795,0.536597929,0.043689875,0.054501426,282.4914727
0.014408325,0.065676288,0.065214265,0.299378618,31.70745329,0.083781148,0.662988111,0.564705279,0.574361009,0.168885401,0.06938632,0.667538485,0.033261915,0.046959779,342.1680106
0.014514917,0.081723567,0.078208657,0.330678811,55.94510041,0.096631115,0.577492888,0.560818329,0.580330574,0.319042055,0.047690344,0.513017968,0.051754285,0.049691802,545.599784
0.014133344,0.063974602,0.065484476,0.368522622,51.17852473,0.087126382,0.56747525,0.590442918,0.558880549,0.239468362,0.073824069,0.675627871,0.024465017,0.026353895,527.0715254
0.01391969,0.074789242,0.072977773,0.469279497,45.67197554,0.077141577,0.564000081,0.554913714,0.555277785,0.32544303,0.069448992,0.60894363,0.04063212,0.036551781,420.086523
0.013555071,0.070714846,0.06167428,0.327279084,38.20347905,0.111708479,0.596615219,0.55180947,0.58103835,0.389408752,0.026498719,0.621605251,0.030910339,0.009394126,178.2874269
0.016632208,0.090870486,0.075346212,0.430777067,46.19748572,0.10404309,0.630711313,0.585409886,0.570604013,0.362502359,0.028461279,0.753558945,0.047280816,0.032840734,61.46260388
0.014064049,0.080525094,0.069320343,0.279577529,46.01325537,0.092229976,0.570140496,0.577534281,0.573492441,0.311299545,0.040518497,0.59453426,0.012855325,0.018879619,350.7242593
0.014221303,0.087892167,0.078086576,0.484569814,33.81101034,0.118260252,0.669316263,0.565590411,0.559876093,0.427830885,0.039958774,0.695144114,0.028336819,0.043906847,82.25489881
0.017299079,0.05996082,0.083857772,0.534762907,40.67893666,0.100914255,0.650234938,0.594804828,0.570253464,0.234087857,0.042411427,0.609951612,0.020163564,0.046820719,214.2308039
0.015834921,0.086916848,0.087019582,0.400556164,35.23594547,0.112375668,0.670308704,0.561216291,0.56364872,0.239984633,0.043142898,0.784097957,0.008092696,0.026763954,51.55843125
0.01673136,0.059797364,0.057957173,0.442329951,55.61322714,0.096433343,0.5813834,0.552685409,0.589122468,0.359619781,0.029240874,0.670443214,0.007629335,0.05494263,211.8274917
0.017487954,0.053550664,0.050389568,0.3087428,37.08739184,0.112807165,0.643225059,0.57914445,0.557036843,0.251673527,0.055323415,0.547668128,0.014313918,0.02959398,447.5775483
0.015233101,0.07883567,0.053991098,0.318233134,32.05680552,0.116171691,0.656848894,0.584797467,0.571716786,0.38509232,0.070636673,0.511196606,0.034219522,0.010384255,449.523725
